"Data Export Generated on Thu Nov 02 02:10:37 PDT 2017"
"Survey ID 5742959"
"Response ID","IP Address","Timestamp (MM/dd/yyyy)","Duplicate","Time Taken to Complete (Seconds)","Seq. Number","External Reference","Custom Variable 1","Custom Variable 2","Custom Variable 3","Custom Variable 4","Custom Variable 5","Custom Variable 6","Custom Variable 7","Custom Variable 8","Custom Variable 9","Custom Variable 10","Respondent Email","Email List","Country Code","Region","1 - Q19","2 - Q15","3 - Q20","3 - Q20","4 - staff_type","5 - diaverum expected","6 - diaverum tools","7 - diaverum motivated","8 - diaverum support","9 - diaverum strategy","10 - diaverum contribute","11 - diaverum valued","12 - diaverum achieve","13 - diaverum improve quality","14 - Diaverum like to work","15 - diaverum feedback","16 - diaverum recommend","17 - free_text","18 - Q19",""
"29059612","5.42.250.202","10/31/2017 04:27:04","0","210","1","","","","","Saudi Arabia","9006 قنفذة القوز","","","","","10","","","SA","","","","17","146","2","4","4","4","4","4","4","4","1","4","4","4","4","","",""
"29059676","5.42.250.202","10/31/2017 04:29:52","0","220","1","","","","","Saudi Arabia","Makkah 1","","","","","0","","","SA","","","","17","141","1","5","5","5","5","5","4","4","4","5","5","4","4","Quality care ,effective team work ","",""
"29059782","212.247.96.201","10/31/2017 04:32:51","0","363","1","","","","","Lithuania","Vilnius","","","","","259","","","SE","27","","","11","352","1","5","5","5","5","5","5","5","5","5","5","5","5","patinka kolektyvas, noreciau, kad butu maziau popierizmo.","",""
"29059982","213.63.135.82","10/31/2017 04:38:18","0","260","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","2","4","2","2","4","3","4","3","1","3","3","2","3","","",""
"29060030","5.42.250.202","10/31/2017 04:39:39","0","229","1","","","","","Saudi Arabia","Qunfotha Al Gouse","","","","","0","","","SA","","","","17","146","1","4","4","4","4","4","4","4","3","4","4","4","4","The culture of safety providing to the staffs and the patients.","",""
"29060031","5.42.250.202","10/31/2017 04:39:41","0","118","1","","","","","Saudi Arabia","Abha 2","","","","","0","","","SA","","","","17","125","1","4","4","5","5","5","4","4","5","4","4","4","5","","",""
"29060176","186.103.226.83","10/31/2017 04:44:06","0","181","1","","","","","Chile","Villarica","","","","","4","","","CL","12","","","3","236","2","4","5","5","4","4","4","4","5","5","5","5","4","","",""
"29060177","93.113.0.19","10/31/2017 04:44:08","0","233","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","1","4","4","4","4","4","4","4","4","4","4","4","4","lucrul in echipa","",""
"29060195","93.113.0.19","10/31/2017 04:44:58","0","166","1","","","","","Romania","Buzau","","","","","180","","","RO","10","","","15","273","2","4","5","5","3","5","4","3","5","5","5","4","3","lucru in echipa ","",""
"29060300","5.42.250.202","10/31/2017 04:48:21","0","106","1","","","","","Saudi Arabia","Diaverum Saudi Arabia OH","","","","","10","","","SA","","","","17","151","2","5","5","5","5","5","5","4","5","5","5","5","5","","",""
"29060302","213.63.135.82","10/31/2017 04:48:23","0","61","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"29060396","82.131.160.39","10/31/2017 04:52:31","0","185","1","","","","","Hungary","Szolnok","","","","","130","","","HU","","","","8","98","1","5","5","5","5","4","5","4","5","4","5","5","4","","",""
"29060433","212.247.96.201","10/31/2017 04:53:35","0","167","1","","","","","Lithuania","Alytus","","","","","259","","","SE","27","","","11","336","2","5","5","5","5","5","5","5","4","5","5","5","5","","",""
"29060535","212.247.96.201","10/31/2017 04:57:18","0","457","1","","","","","Russia","Ekaterinburg","","","","","7","","","SE","27","","","16","354","1","5","5","5","5","5","5","5","5","5","5","5","5","Есть все необходимое для выполнения своей работы.","",""
"29060541","5.42.250.202","10/31/2017 04:57:39","0","132","1","","","","","Saudi Arabia","Al Hassa","","","","","0","","","SA","","","","17","126","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"29060582","93.113.0.19","10/31/2017 04:58:46","0","114","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","1","4","4","4","4","4","4","4","4","4","4","4","4","munca in echipa","",""
"29060768","5.41.6.97","10/31/2017 05:05:40","0","308","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","14","","","17","137","1","5","5","5","4","4","5","2","5","5","4","4","3","","",""
"29060790","93.113.0.19","10/31/2017 05:06:41","0","298","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","1","5","4","4","3","4","4","3","5","3","4","5","5","","",""
"29060795","5.42.250.202","10/31/2017 05:06:55","0","111","1","","","","","Saudi Arabia","9023 مدينة 2","","","","","10","","","SA","","","","17","140","2","4","4","2","3","3","4","3","4","4","3","3","4","","",""
"29060802","217.116.5.89","10/31/2017 05:07:18","0","147","1","","","","","Spain","Costa Luz","","","","","4","","","ES","","","","18","42","1","4","1","3","3","4","4","3","4","3","4","4","3","Falta personal para cubrir el trabajo diario","",""
"29060824","93.169.39.101","10/31/2017 05:08:15","0","144","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","10","","","17","137","1","5","4","4","4","4","5","4","4","3","4","4","5","","",""
"29060844","201.216.245.145","10/31/2017 05:08:48","0","375","1","","","","","Argentina","Nephrology S.A.","","","","","4","","","AR","07","","","1","181","2","5","5","5","5","5","5","5","5","5","5","5","5","HACENDO ALGUNOS CAMBIOS TECNOLOGICOS","",""
"29060963","93.113.0.19","10/31/2017 05:14:25","0","28","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","1","","","","","","","","","","","","","","",""
"29061108","212.247.96.201","10/31/2017 05:21:44","0","103","1","","","","","UK","Crawley","","","","","0","","","SE","27","","","20","74","2","4","4","4","4","4","4","4","4","4","4","4","4","pay increase for each year in service","",""
"29061130","80.190.130.194","10/31/2017 05:22:33","0","32","1","","","","","Germany","Potsdam II - Ludwigsfelde","","","","","1","","","DE","02","","","7","305","1","","","","","","","","","","","","","","",""
"29061354","87.196.26.82","10/31/2017 05:31:09","0","3","1","","","","","","","","","","","","","","PT","02","","","","","","","","","","","","","","","","","","","",""
"29061387","87.196.26.82","10/31/2017 05:32:16","0","125","1","","","","","Portugal","Sanfil","","","","","5","","","PT","02","","","14","223","1","5","2","4","4","4","5","4","5","4","4","5","4","","",""
"29061394","201.216.245.145","10/31/2017 05:32:24","0","1684","1","","","","","Argentina","Marmol","","","","","4","","","AR","07","","","1","195","1","2","4","3","3","3","5","2","4","4","3","4","3","Accesibilidad laboral.","",""
"29061501","194.181.81.36","10/31/2017 05:35:57","0","2229","1","","","","","Poland","Poland HQ","","","","","120","","","PL","78","","","13","17","2","4","5","5","4","4","5","3","4","5","4","4","3","Zwiększyć samodzielność","",""
"29061562","93.113.0.19","10/31/2017 05:38:06","0","106","1","","","","","Romania","Petrosani","","","","","180","","","RO","10","","","15","285","2","5","4","5","4","4","4","4","5","5","4","4","5","","",""
"29061709","201.216.245.145","10/31/2017 05:42:17","0","280","1","","","","","Argentina","Nephrology S.A.","","","","","4","","","AR","07","","","1","181","1","4","4","4","2","3","4","3","3","2","5","4","4","","",""
"29061763","5.42.250.202","10/31/2017 05:44:17","0","83","1","","","","","Saudi Arabia","Riyadh Pr. Moh. Bin Abdul Aziz","","","","","0","","","SA","","","","17","147","1","5","5","5","5","3","4","","","","","","","","",""
"29061764","213.63.135.82","10/31/2017 05:44:17","0","270","1","","","","","Portugal","Hemoatlântico Braga","","","","","5","","","PT","14","","","14","196","2","5","4","4","4","4","5","","","","","","","","",""
"29061796","93.113.0.19","10/31/2017 05:45:39","0","178","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","2","5","4","4","4","5","5","3","4","4","4","4","2","Imbunatatite pot fi prin a angaja personal necesar desfasurarii activitatii","",""
"29061808","5.42.250.202","10/31/2017 05:46:05","0","12","1","","","","","Saudi Arabia","Riyadh Pr. Moh. Bin Abdul Aziz","","","","","0","","","SA","","","","17","147","1","","","","","","","","","","","","","","",""
"29061830","213.63.135.82","10/31/2017 05:46:46","0","63","1","","","","","Portugal","Sanfil","","","","","5","","","PT","14","","","14","223","1","4","4","4","4","4","4","4","5","5","4","5","4","","",""
"29061842","186.103.226.83","10/31/2017 05:47:09","0","102","1","","","","","Chile","Villarica","","","","","4","","","CL","12","","","3","236","2","4","5","5","4","4","4","4","4","5","5","5","4","","",""
"29061908","212.247.96.201","10/31/2017 05:49:01","0","290","1","","","","","Sweden","Sweden HQ","","","","","0","","","SE","27","","","19","123","2","4","2","3","4","3","5","3","2","4","3","2","3","","",""
"29061913","213.63.135.82","10/31/2017 05:49:09","0","17","1","","","","","Portugal","Hemoatlântico Braga","","","","","0","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"29061942","213.63.135.82","10/31/2017 05:50:05","0","231","1","","","","","Portugal","Hemoatlântico Braga","","","","","5","","","PT","14","","","14","196","2","4","4","4","4","4","5","3","4","4","4","4","4","","",""
"29061958","201.216.245.145","10/31/2017 05:50:52","0","3","1","","","","","","","","","","","","","","AR","07","","","","","","","","","","","","","","","","","","","",""
"29061972","217.116.5.89","10/31/2017 05:51:13","0","2","1","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","","","","","",""
"29061989","217.116.5.89","10/31/2017 05:51:51","0","235","1","","","","","Spain","Baix Llobregat","","","","","4","","","ES","","","","18","37","1","4","2","4","5","4","4","3","4","3","4","4","2","Los compañeros y los pacientes
Ergonómicamente","",""
"29062051","93.113.0.19","10/31/2017 05:53:31","0","307","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","1","5","4","4","5","4","4","4","4","5","5","4","5","","",""
"29062100","176.47.5.104","10/31/2017 05:54:47","0","35","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"29062183","201.216.245.145","10/31/2017 05:56:55","0","113","1","","","","","Argentina","El Bolsón","","","","","4","","","AR","07","","","1","168","1","5","4","4","3","3","3","3","4","4","4","4","3","","",""
"29062269","5.42.250.202","10/31/2017 05:59:20","0","182","1","","","","","Saudi Arabia","Al Hassa","","","","","0","","","SA","","","","17","126","1","5","5","4","5","4","4","4","5","4","5","4","4","","",""
"29062296","217.116.5.89","10/31/2017 06:00:14","0","198","1","","","","","Spain","Baix Llobregat","","","","","4","","","ES","","","","18","37","1","4","2","4","4","4","4","3","4","4","4","4","3","- Los compañeros y los pacientes.
- Mejoras ergonómicas y ratios de auxiliares.
","",""
"29062418","82.131.160.39","10/31/2017 06:04:30","0","174","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","1","4","4","5","4","4","4","3","4","4","4","4","4","Kiszámíthatóság.","",""
"29062443","5.42.250.202","10/31/2017 06:05:09","0","149","1","","","","","Saudi Arabia","Al Hassa","","","","","0","","","SA","","","","17","126","1","5","4","5","4","4","5","4","4","4","4","4","4","","",""
"29062481","186.103.226.83","10/31/2017 06:05:58","0","128","1","","","","","Chile","Melipilla","","","","","4","","","CL","12","","","3","231","2","4","4","4","3","4","4","4","4","4","4","4","4","un dia libre al mes, trabajar de lunes a sábado es muy extenuante","",""
"29062493","82.131.160.39","10/31/2017 06:06:19","0","203","1","","","","","Hungary","Szolnok","","","","","130","","","HU","","","","8","98","2","5","4","5","4","4","5","4","5","4","4","5","5","","",""
"29062516","93.113.0.19","10/31/2017 06:07:01","0","186","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","2","5","5","5","5","5","5","3","5","5","5","4","2","E nevoie de angajare personal pentru a ne desfasura activitatea","",""
"29062522","194.181.81.36","10/31/2017 06:07:15","0","119","1","","","","","Poland","Janów Lubelski","","","","","120","","","PL","78","","","13","6","2","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"29062548","82.131.160.39","10/31/2017 06:07:59","0","369","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","1","5","4","4","5","5","5","4","4","5","5","4","5","","",""
"29062704","5.42.250.202","10/31/2017 06:12:10","0","3","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"29062728","93.113.0.19","10/31/2017 06:13:07","0","116","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","2","5","5","5","5","5","5","3","5","5","4","4","3","Angajare personal","",""
"29062734","5.42.250.202","10/31/2017 06:13:13","0","198","1","","","","","Saudi Arabia","Diaverum Saudi Arabia OH","","","","","0","","","SA","","","","17","151","2","4","4","2","4","4","5","4","4","5","4","2","4","","",""
"29062767","5.42.250.202","10/31/2017 06:14:00","0","209","1","","","","","Saudi Arabia","Taif","","","","","0","","","SA","","","","17","149","1","5","3","4","3","4","4","3","4","4","4","4","3","its good to be part of diaverum but my best recomendation is to be equal for the work we are doing","",""
"29062779","93.113.0.19","10/31/2017 06:14:28","0","179","1","","","","","Romania","Targu Jiu","","","","","180","","","RO","10","","","15","294","2","5","4","4","4","4","4","4","4","4","4","4","4","","",""
"29062816","172.23.152.18","10/31/2017 06:15:49","0","120","1","","","","","Portugal","Sanfil","","","","","5","","","","","","","14","223","1","4","3","2","2","4","4","2","3","2","4","2","3","","",""
"29062850","93.113.0.19","10/31/2017 06:16:50","0","136","1","","","","","Romania","Focsani","","","","","180","","","RO","10","","","15","277","1","5","4","5","3","5","5","4","5","5","5","4","4","","",""
"29062860","194.181.81.36","10/31/2017 06:17:06","0","63","1","","","","","Poland","Lublin Staszica","","","","","120","","","PL","78","","","13","15","1","4","4","4","4","4","5","5","5","4","4","5","4","","",""
"29062892","201.216.245.145","10/31/2017 06:18:12","0","160","1","","","","","Argentina","Marmol","","","","","4","","","AR","07","","","1","195","1","4","4","4","4","2","5","2","3","2","3","4","3","accesibilidad laboral. ","",""
"29062986","212.247.96.201","10/31/2017 06:21:36","0","168","1","","","","","Lithuania","Vilnius","","","","","259","","","SE","27","","","11","352","1","5","4","4","4","3","4","3","4","4","4","3","4","Patinka kolektyvas. Noretusi didesnio atlyginimo.","",""
"29063055","194.181.81.36","10/31/2017 06:24:12","0","65","1","","","","","Poland","Lublin Staszica","","","","","120","","","PL","78","","","13","15","1","4","5","4","5","4","5","4","4","5","4","4","5","","",""
"29063219","201.216.245.145","10/31/2017 06:29:23","0","248","1","","","","","Argentina","Caleta","","","","","4","","","AR","07","","","1","164","2","2","2","2","2","3","4","2","4","2","4","4","4","","",""
"29063225","212.247.96.201","10/31/2017 06:29:36","0","119","1","","","","","Hungary","Szolnok","","","","","130","","","SE","27","","","8","98","2","5","4","4","4","4","5","4","4","5","4","4","5","","",""
"29063239","213.63.135.82","10/31/2017 06:29:51","0","247","1","","","","","Portugal","Unidade de Sintra","","","","","5","","","PT","14","","","14","200","1","4","4","5","4","4","5","5","5","5","5","5","5","","",""
"29063252","93.113.0.19","10/31/2017 06:30:15","0","256","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","1","4","5","3","3","3","4","3","4","1","4","3","3","","",""
"29063348","5.42.250.202","10/31/2017 06:32:36","0","73","1","","","","","Saudi Arabia","Riyadh Pr. Moh. Bin Abdul Aziz","","","","","0","","","SA","","","","17","147","1","3","3","3","4","","","","","","","","","","",""
"29063394","2.80.173.207","10/31/2017 06:33:59","0","143","1","","","","","Portugal","Sanfil","","","","","5","","","PT","07","","","14","223","1","4","4","2","2","4","4","2","4","4","5","3","3","Os utentes e o seu Feedback. A sensação de dever cumprido. ","",""
"29063426","186.103.226.83","10/31/2017 06:34:44","0","92","1","","","","","Chile","Melipilla","","","","","4","","","CL","12","","","3","231","2","4","4","4","4","4","4","4","4","4","4","4","4","dia libre","",""
"29063455","213.63.135.82","10/31/2017 06:35:14","0","735","1","","","","","Portugal","Unidade de Almada","","","","","0","","","PT","14","","","14","211","1","4","4","4","3","3","4","3","3","4","4","3","4","Doentes. Equipa de trabalho","",""
"29063565","194.181.81.36","10/31/2017 06:38:16","0","730","1","","","","","Poland","Gizycko","","","","","120","","","PL","78","","","13","3","1","4","3","4","4","4","4","4","4","4","5","4","4","","",""
"29063874","5.42.250.202","10/31/2017 06:46:43","0","148","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","","","","17","137","1","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"29063885","201.216.245.145","10/31/2017 06:47:03","0","121","1","","","","","Argentina","Argentina HQ","","","","","4","","","AR","07","","","1","161","2","3","3","2","1","3","4","1","3","1","1","1","2","","",""
"29063995","212.247.96.201","10/31/2017 06:49:40","0","226","1","","","","","Sweden","Visby","","","","","140","","","SE","27","","","19","124","1","5","4","4","3","4","5","4","4","5","4","4","4","","",""
"29064017","213.63.135.82","10/31/2017 06:50:15","0","194","1","","","","","Portugal","Unidade de Sintra","","","","","5","","","PT","14","","","14","200","1","4","4","3","3","3","4","3","3","4","4","3","4","","",""
"29064172","93.113.0.19","10/31/2017 06:54:01","0","255","1","","","","","Romania","Morarilor","","","","","180","","","RO","10","","","15","282","2","5","4","5","5","4","5","4","5","4","3","4","4","","",""
"29064318","213.63.135.82","10/31/2017 06:57:05","0","174","1","","","","","Portugal","Unidade de Aveiro","","","","","5","","","PT","14","","","14","205","1","3","3","1","2","2","4","2","3","2","3","3","3","","",""
"29064449","5.42.250.202","10/31/2017 06:59:29","0","411","1","","","","","Saudi Arabia","Diaverum Saudi Arabia OH","","","","","10","","","SA","","","","17","151","2","5","5","4","4","5","5","5","4","4","5","4","5","believing of the message of the company will always make my work special. ","",""
"29064491","93.113.0.19","10/31/2017 07:00:05","0","242","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","5","4","5","4","5","5","4","5","5","5","5","5","'+' abilitatile de conducere ale managerului direct; calitatea oamenilor; companie deschisa catre investitie pentru a creste
'-'lipsa sistemelor integrate si a nivelului mare de manualitate","",""
"29064663","109.0.186.1","10/31/2017 07:03:47","0","93","1","","","","","France","Mulhouse","","","","","2","","","FR","","","","6","111","1","4","3","3","3","3","3","3","3","3","2","3","3","","",""
"29064772","95.95.100.251","10/31/2017 07:06:23","0","364","1","","","","","Portugal","Sanfil","","","","","5","","","PT","07","","","14","223","1","4","2","4","4","3","4","4","4","4","5","4","4","A relação com o doente.","",""
"29064797","109.0.186.1","10/31/2017 07:06:57","0","1084","1","","","","","France","Marseille","","","","","2","","","FR","","","","6","108","2","4","4","5","3","3","3","3","4","4","3","3","4","points positifs: travail d'équipe, relation patient

points négatifs: 
- manque de matériel (fauteuils roulants maléables, davantages de brancards car tjs pas de brancards adaptés à la pesée provenant de saint jo et le nôtre est obsolète), huiles de massage, roller, potences.
- manque de personnel
- ré informer ambulanciers pour les patients en brancards de ne pas les déposer dans le salon d'accueil et partir. Egalement leur rappeler qu 'il ne faut pas passer par le salon d 'accueil.
","",""
"29064818","5.42.250.202","10/31/2017 07:07:13","0","151","1","","","","","Saudi Arabia","Buridah","","","","","0","","","SA","","","","17","128","1","5","4","3","3","3","4","3","3","4","4","4","4","","",""
"29065014","5.42.250.202","10/31/2017 07:11:46","0","156","1","","","","","Saudi Arabia","Abha 2","","","","","0","","","SA","","","","17","125","1","5","2","3","3","3","5","3","4","3","3","4","3","","",""
"29065621","87.196.26.82","10/31/2017 07:18:24","0","128","1","","","","","Portugal","Sanfil","","","","","0","","","PT","02","","","14","223","1","5","4","4","4","3","4","4","4","4","4","","","","",""
"29066202","93.113.0.19","10/31/2017 07:24:05","0","378","1","","","","","Romania","Brasov","","","","","180","","","RO","10","","","15","271","2","4","3","4","4","4","4","3","4","4","3","4","4","Este un loc in care poti ajuta ca viata oamenilor aflati in suferinta sa fie mai buna. 
Printr-o dotare mai buna cu aparate de dializa si accesorii( tv-uri, casti ).","",""
"29066451","87.196.26.82","10/31/2017 07:28:35","0","66","1","","","","","Portugal","Sanfil","","","","","5","","","PT","02","","","14","223","1","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"29066456","217.116.5.89","10/31/2017 07:28:38","0","102","1","","","","","Spain","Costa Luz","","","","","4","","","ES","","","","18","42","1","5","4","4","4","5","5","4","5","4","4","5","4",".","",""
"29066464","83.223.233.201","10/31/2017 07:28:55","0","76","1","","","","","Portugal","Sanfil","","","","","5","","","PT","17","","","14","223","1","4","4","4","3","4","5","4","4","5","5","5","4","","",""
"29066578","82.131.160.39","10/31/2017 07:31:48","0","178","1","","","","","Hungary","Szolnok","","","","","130","","","HU","","","","8","98","1","5","3","4","2","3","5","3","4","5","5","4","4","","",""
"29066603","93.113.0.19","10/31/2017 07:32:31","0","460","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","4","3","4","3","2","4","3","5","5","5","4","4","Seriozitate, colegi placuti, respect pentru angajat. M-ar bucura sa vad mai multa cooperare intre departamente.","",""
"29067043","212.247.96.201","10/31/2017 07:43:26","0","91","1","","","","","Lithuania","Jurbarkas","","","","","259","","","SE","27","","","11","339","1","5","5","5","4","5","5","4","5","5","5","4","4","","",""
"29067177","201.216.245.145","10/31/2017 07:45:54","0","306","1","","","","","Uruguay","Crani Treinta y Tres","","","","","4","","","AR","07","","","21","28","1","4","3","4","4","4","5","4","4","5","3","4","4","","",""
"29067215","93.113.0.19","10/31/2017 07:46:45","0","219","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","5","4","5","5","5","5","5","5","5","5","5","5","CONSIDER CA CEL MAI IMPORTANT ASPECT ESTE ACELA DE MUNCA IN ECHIPA SI FAPTUL CA FIECARE ANGAJAT ESTE IMPORTANT SI ESTE FACUT SA SE SIMTA IMPORTANT. ","",""
"29067251","5.42.250.202","10/31/2017 07:47:37","0","3","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"29067436","93.113.0.19","10/31/2017 07:51:58","0","18","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","","","","","","","","","","","","","","",""
"29067445","93.113.0.19","10/31/2017 07:52:05","0","256","1","","","","","Romania","Oradea","","","","","180","","","RO","10","","","15","284","1","4","3","3","4","4","5","4","3","4","5","3","3","Imi da posibilitatea sa fac ceea ce imi place, sa ma ocup de pacienti; feed-back-ul lor pozitiv e elemental cel mai motivant in ceea ce fac","",""
"29067620","194.181.81.36","10/31/2017 07:55:57","0","394","1","","","","","Poland","Gdynia","","","","","120","","","PL","78","","","13","2","1","5","4","3","1","3","4","3","4","2","4","4","3","profesjonalizm, jakość usług. do poprawy: podejście pacjentów do personelu średniego, brak szacunku. Brak poparcia szefa dla zespołu pielęgniarskiego w relacji pacjent-pielęgniarka","",""
"29067646","213.63.135.82","10/31/2017 07:56:39","0","282","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","1","5","4","4","5","4","4","5","4","5","5","5","5","","",""
"29067658","217.116.5.89","10/31/2017 07:56:52","0","170","1","","","","","Spain","Costa Luz","","","","","4","","","ES","","","","18","42","2","4","5","4","4","4","4","4","4","4","4","4","4",".","",""
"29067700","212.247.96.201","10/31/2017 07:57:46","0","5195","1","","","","","UK","Sidcup","","","","","0","","","SE","27","","","20","85","2","4","4","5","5","5","5","5","5","5","5","5","5","The good thing that Diaverum has, I like my work for many reasons, but the main one, the good atmosphere inside the clinic. The bad of Diaverum, the salaries are a little low","",""
"29067744","201.216.245.145","10/31/2017 07:59:03","0","245","1","","","","","Argentina","Bariloche","","","","","4","","","AR","07","","","1","162","1","4","4","4","4","4","4","4","4","4","4","4","4","el compromiso y la responsabilidad de cada miembro de rrhh, para mejorar un poco mas de comunicacion entre los colegas","",""
"29067889","213.63.135.82","10/31/2017 08:03:13","0","651","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","2","4","2","4","4","3","4","4","2","4","3","4","4","","",""
"29067948","87.196.26.82","10/31/2017 08:04:37","0","122","1","","","","","Portugal","Sanfil","","","","","5","","","PT","02","","","14","223","1","5","4","5","4","5","5","2","4","5","5","4","4","","",""
"29067965","93.113.0.19","10/31/2017 08:05:02","0","71","1","","","","","Romania","Oradea","","","","","180","","","RO","10","","","15","284","1","3","3","3","2","3","5","5","2","3","3","3","2","","",""
"29068046","213.63.135.82","10/31/2017 08:07:33","0","47","1","","","","","Portugal","SPD - Socied. Port. de Diálise","","","","","5","","","PT","14","","","14","219","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"29068136","213.63.135.82","10/31/2017 08:11:01","0","44","1","","","","","Portugal","SPD - Socied. Port. de Diálise","","","","","5","","","PT","14","","","14","219","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"29068219","201.216.245.145","10/31/2017 08:12:37","0","934","1","","","","","Argentina","Ceter - Temperley","","","","","4","","","AR","07","","","1","193","2","4","3","4","2","2","3","4","4","4","4","5","3","","",""
"29068288","213.63.135.82","10/31/2017 08:14:33","0","45","1","","","","","Portugal","SPD - Socied. Port. de Diálise","","","","","5","","","PT","14","","","14","219","1","5","5","5","5","5","5","4","4","4","4","5","4","","",""
"29068411","213.63.135.82","10/31/2017 08:18:18","0","51","1","","","","","Portugal","SPD - Socied. Port. de Diálise","","","","","5","","","PT","14","","","14","219","1","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"29068629","213.63.135.82","10/31/2017 08:23:57","0","105","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","1","4","4","4","4","4","4","3","3","4","3","3","4","","",""
"29068635","213.63.135.82","10/31/2017 08:24:06","0","50","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"29068691","201.216.245.145","10/31/2017 08:25:38","0","276","1","","","","","Argentina","Malvinas Argentinas","","","","","4","","","AR","07","","","1","179","2","1","1","4","4","4","4","4","4","4","1","4","1","si","",""
"29068695","213.63.135.82","10/31/2017 08:25:45","0","345","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","1","4","4","4","5","4","5","4","5","5","4","5","4","Relação profissional, respeito e integridade","",""
"29068734","181.1.81.213","10/31/2017 08:26:47","0","148","1","","","","","Argentina","Sarmiento","","","","","4","","","AR","24","","","1","189","1","2","4","2","1","4","5","1","4","2","3","1","1","","",""
"29068831","213.63.135.82","10/31/2017 08:29:43","0","464","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","2","5","3","2","4","3","4","4","3","3","4","3","4","A convivência  com o doente. Podemos melhorar dando mas atenção ao doente, porque a maioria a família deles somos nos. ","",""
"29069228","181.1.81.213","10/31/2017 08:40:09","0","1185","1","","","","","Argentina","Sarmiento","","","","","4","","","AR","24","","","1","189","1","4","4","3","3","4","5","3","4","4","4","3","3","La relación con mis compañeros","",""
"29069324","213.63.135.82","10/31/2017 08:42:24","0","167","1","","","","","Portugal","Hemoatlântico Braga","","","","","5","","","PT","14","","","14","196","1","5","5","5","4","4","4","4","5","4","4","5","5","Gosto da rotina, dos cuidados prestrados aos doentes
Apoio para congressos / formações na área da hemodiálise (congressos europeus, actualizações até com base na Diaverum para todo o universo das clínicas, etc)","",""
"29069366","213.63.135.82","10/31/2017 08:43:34","0","824","1","","","","","Portugal","Unidade de Paredes","","","","","5","","","PT","14","","","14","215","1","5","4","5","5","4","5","4","5","5","5","5","5","","",""
"29069393","213.63.135.82","10/31/2017 08:44:35","0","266","1","","","","","Portugal","Unidade de Paredes","","","","","5","","","PT","14","","","14","215","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"29069812","201.216.245.145","10/31/2017 08:54:01","0","10","1","","","","","","","","","","","","","","AR","07","","","","","","","","","","","","","","","","","","","",""
"29069874","5.41.128.204","10/31/2017 08:55:14","0","106","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","14","","","17","137","1","4","4","5","4","4","5","4","5","5","5","5","5","","",""
